Id,ActivityDate,TotalSteps,TotalDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,ActivityDataQuality,TotalMinutesAsleep,TotalTimeInBed,SleepEfficiency,SleepDataQuality,WeightKg,WeightPounds,BodyFatPercentage,BMI,WeightDataQuality,IsManualReport,RestingHeartRate,MaxHeartRate,HR_Samples,ValidSamples,HourlyStepsTotal,HourlyCaloriesTotal,TotalIntensitySum,AverageIntensityAvg,PercentVeryActive,OverallDataQuality
1844505072,2016-05-06,44,NULL,0,0,2,1438,1351,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,1348,2,0.0013888750000000001,0.0,High
1844505072,2016-05-07,NULL,NULL,0,0,0,1440,1347,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1344,0,0,0.0,Low
1844505072,2016-05-08,NULL,NULL,0,0,0,1440,1347,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1344,0,0,0.0,Low
1844505072,2016-05-09,NULL,NULL,0,0,0,1440,1347,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1344,0,0,0.0,Low
1844505072,2016-05-10,NULL,NULL,0,0,0,1440,1347,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1344,0,0,0.0,Low
1844505072,2016-05-11,NULL,NULL,0,0,0,1440,1347,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1344,0,0,0.0,Low
1844505072,2016-05-12,NULL,NULL,0,0,0,711,665,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,616,0,0,0.0,Low
1927972279,2016-04-12,678,0.469999998807907,0,0,55,734,2220,Complete,750,775,96.8,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,678,2195,55,0.03819441666666667,0.0,High
1927972279,2016-04-13,356,0.25,0,0,32,986,2151,Complete,398,422,94.3,Valid,133.5,294.317120016975,NULL,47.5400009155273,"Weight/BMI Mismatch",False,NULL,NULL,NULL,NULL,356,2150,32,0.022222208333333337,0.0,Medium
1927972279,2016-04-14,2163,1.5,0,9,88,1292,2383,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2163,2382,106,0.07361116666666667,0.0,High
1927972279,2016-04-15,980,0.680000007152557,0,0,51,941,2221,Complete,475,499,95.2,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,980,2222,51,0.035416666666666666,0.0,High
1927972279,2016-04-16,NULL,NULL,0,0,0,1440,2064,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2064,0,0,0.0,Low
1927972279,2016-04-17,NULL,NULL,0,0,0,1440,2063,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2064,0,0,0.0,Low
1927972279,2016-04-18,244,0.170000001788139,0,0,17,1423,2111,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,244,2112,17,0.011805583333333335,0.0,High
1927972279,2016-04-19,NULL,NULL,0,0,0,1440,2063,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2064,0,0,0.0,Low
1927972279,2016-04-20,NULL,NULL,0,0,0,1440,2063,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2064,0,0,0.0,Low
1927972279,2016-04-21,NULL,NULL,0,0,0,1440,2064,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2065,0,0,0.0,Low
1927972279,2016-04-22,149,0.100000001490116,0,0,10,1430,2093,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,149,2094,10,0.006944458333333334,0.0,High
1927972279,2016-04-23,2945,2.03999996185303,0,0,145,1295,2499,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2945,2500,145,0.10069441666666666,0.0,High
1927972279,2016-04-24,2090,1.45000004768372,1,6,75,1358,2324,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2090,2326,90,0.06250004166666666,0.1,High
1927972279,2016-04-25,152,0.109999999403954,0,0,12,1303,2100,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,152,2100,12,0.008333333333333333,0.0,High
1927972279,2016-04-26,3761,2.59999990463257,0,0,192,1058,2638,Complete,296,315,94.0,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3761,2638,192,0.133333375,0.0,High
1927972279,2016-04-27,NULL,NULL,0,0,0,1440,2063,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2064,0,0,0.0,Low
1927972279,2016-04-28,1675,1.1599999666214,0,0,95,1167,2351,Complete,166,178,93.3,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1675,2351,95,0.06597225000000001,0.0,High
1927972279,2016-04-29,NULL,NULL,0,0,0,1440,2063,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2064,0,0,0.0,Low
1927972279,2016-04-30,NULL,NULL,0,0,0,1440,2064,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2064,0,0,0.0,Low
1927972279,2016-05-01,2704,1.87000000476837,14,1,70,1355,2411,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2704,2411,114,0.07916666666666668,1.0,High
1927972279,2016-05-02,3790,2.61999988555908,16,8,94,1322,2505,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3790,2506,158,0.10972225000000001,1.1,High
1927972279,2016-05-03,1326,0.920000016689301,10,0,17,1413,2195,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1326,2197,47,0.03263891666666666,0.7,High
1927972279,2016-05-04,1786,1.24000000953674,0,0,87,1353,2338,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1786,2340,87,0.06041679166666667,0.0,High
1927972279,2016-05-05,NULL,NULL,0,0,0,1440,2063,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2064,0,0,0.0,Low
1927972279,2016-05-06,2091,1.45000004768372,0,0,108,1332,2383,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2091,2384,108,0.075,0.0,High
1927972279,2016-05-07,1510,1.03999996185303,0,0,48,1392,2229,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1510,2230,48,0.03333333333333333,0.0,High
1927972279,2016-05-08,NULL,NULL,0,0,0,1440,2063,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2064,0,0,0.0,Low
1927972279,2016-05-09,NULL,NULL,0,0,0,1440,2063,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2064,0,0,0.0,Low
1927972279,2016-05-10,NULL,NULL,0,0,0,1440,2063,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2064,0,0,0.0,Low
1927972279,2016-05-11,NULL,NULL,0,0,0,1440,2063,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2064,0,0,0.0,Low
1927972279,2016-05-12,NULL,NULL,0,0,0,966,1383,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1376,0,0,0.0,Low
2022484408,2016-04-12,11875,8.34000015258789,42,14,227,1157,2390,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,134,4836,4835,6632,2386,381,0.26458337500000007,2.9,High
2022484408,2016-04-13,12024,8.5,43,5,292,1100,2601,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,156,5332,5279,12024,2599,431,0.29930558333333335,3.0,High
2022484408,2016-04-14,10690,7.5,32,3,257,1148,2312,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,127,5560,5560,10690,2310,359,0.24930554166666663,2.2,High
2022484408,2016-04-15,11034,8.02999973297119,27,9,282,1122,2525,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,189,5302,5174,11034,2525,381,0.26458333333333334,1.9,High
2022484408,2016-04-16,10100,7.09000015258789,41,11,151,1237,2177,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49,136,3143,3140,10100,2174,296,0.20555562500000002,2.8,High
2022484408,2016-04-17,15112,11.3999996185303,28,29,331,1052,2782,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,161,4948,4778,9795,2781,473,0.3284722083333333,1.9,High
2022484408,2016-04-18,14131,10.0699996948242,48,3,311,1078,2770,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,153,5589,5309,8731,2768,461,0.32013891666666666,3.3,High
2022484408,2016-04-19,11548,8.52999973297119,31,7,250,1152,2489,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,162,4500,4374,11548,2484,357,0.247916625,2.2,High
2022484408,2016-04-20,15112,10.6700000762939,48,63,276,1053,2897,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,166,6040,5818,15112,2896,546,0.37916675,3.3,High
2022484408,2016-04-21,12453,8.73999977111816,104,53,255,1028,3158,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,203,5544,5369,12453,3157,673,0.46736112500000004,7.2,High
2022484408,2016-04-22,12954,9.32999992370605,52,10,273,1105,2638,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,153,5636,5501,7358,2637,449,0.3118055416666667,3.6,High
2022484408,2016-04-23,6001,4.21000003814697,0,0,249,1191,2069,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,109,4178,4178,6001,2065,249,0.17291674999999998,0.0,High
2022484408,2016-04-24,13481,10.2799997329712,37,26,216,1161,2529,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,163,4209,4006,13481,2526,379,0.26319441666666665,2.6,High
2022484408,2016-04-25,11369,8.01000022888184,44,8,217,1171,2470,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49,159,3812,3551,6112,2466,365,0.2534722916666666,3.1,High
2022484408,2016-04-26,10119,7.19000005722046,55,24,275,1086,2793,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,154,5586,5351,10119,2790,488,0.3388888749999999,3.8,High
2022484408,2016-04-27,10159,7.13000011444092,19,20,282,1119,2463,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,145,4435,4420,10159,2458,379,0.2631944583333333,1.3,High
2022484408,2016-04-28,10140,7.11999988555908,6,20,291,1123,2296,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,114,5561,5561,10140,2295,349,0.24236116666666666,0.4,High
2022484408,2016-04-29,10245,7.19000005722046,21,40,281,1098,2611,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,134,4832,4831,10245,2608,424,0.294444375,1.5,High
2022484408,2016-04-30,18387,12.9099998474121,13,23,361,1043,2732,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,123,5486,5486,18387,2729,446,0.30972220833333336,0.9,High
2022484408,2016-05-01,10538,7.40000009536743,25,28,245,1142,2380,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,118,4482,4482,10538,2377,376,0.261111,1.7,High
2022484408,2016-05-02,10379,7.28999996185303,36,8,277,1119,2473,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,137,7814,7806,10379,2472,401,0.2784722083333333,2.5,High
2022484408,2016-05-03,12183,8.73999977111816,72,14,250,1104,2752,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,169,5708,5613,12183,2750,494,0.34305554166666674,5.0,High
2022484408,2016-05-04,11768,8.28999996185303,36,27,272,1105,2649,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,159,5561,5525,11768,2647,434,0.3013889166666667,2.5,High
2022484408,2016-05-05,11895,8.35000038146973,55,20,253,1112,2609,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11895,2606,458,0.318055625,3.8,High
2022484408,2016-05-06,10227,7.17999982833862,24,17,295,1104,2498,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10227,2497,401,0.278472125,1.7,High
2022484408,2016-05-07,6708,4.71000003814697,20,2,149,1269,1995,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6708,1992,213,0.14791666666666667,1.4,High
2022484408,2016-05-08,3292,2.30999994277954,0,0,135,1305,1848,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3292,1842,135,0.09375,0.0,High
2022484408,2016-05-09,13379,9.39000034332275,35,47,297,1061,2709,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13379,2709,496,0.3444444583333333,2.4,High
2022484408,2016-05-10,12798,8.97999954223633,57,28,271,1084,2797,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12798,2795,498,0.345833375,4.0,High
2022484408,2016-05-11,13272,9.31999969482422,58,25,224,1133,2544,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13272,2542,448,0.311111125,4.0,High
2022484408,2016-05-12,9117,6.40999984741211,16,16,236,728,1853,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8339,1750,295,0.307291625,1.6,High
2026352035,2016-04-12,4414,2.74000000953674,3,8,181,706,1459,Complete,503,546,92.1,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4414,1460,206,0.14305554166666665,0.3,High
2026352035,2016-04-13,4993,3.09999990463257,0,0,238,663,1521,Complete,531,565,94.0,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4993,1523,238,0.16527787500000002,0.0,High
2026352035,2016-04-14,3335,2.0699999332428,0,0,197,653,1431,Complete,545,568,96.0,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3305,1435,197,0.13680545833333332,0.0,High
2026352035,2016-04-15,3821,2.36999988555908,0,0,188,687,1444,Complete,523,573,91.3,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3821,1445,188,0.13055549999999996,0.0,High
2026352035,2016-04-16,2547,1.58000004291534,0,0,150,728,1373,Complete,524,567,92.4,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2547,1375,150,0.10416662500000001,0.0,High
2026352035,2016-04-17,838,0.519999980926514,0,0,60,1053,1214,Complete,437,498,87.8,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,838,1221,60,0.04166666666666668,0.0,High
2026352035,2016-04-18,3325,2.05999994277954,0,0,182,1062,1419,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3325,1424,182,0.12638874999999997,0.0,High
2026352035,2016-04-19,2424,1.5,0,0,141,785,1356,Complete,498,540,92.2,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2424,1357,141,0.09791670833333332,0.0,High
2026352035,2016-04-20,7222,4.48000001907349,0,0,327,623,1667,Complete,461,510,90.4,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7222,1668,327,0.22708341666666668,0.0,High
2026352035,2016-04-21,2467,1.52999997138977,0,0,153,749,1370,Complete,477,514,92.8,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2467,1371,153,0.10624999999999997,0.0,High
2026352035,2016-04-22,2915,1.80999994277954,0,0,162,712,1399,Complete,520,545,95.4,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2915,1403,162,0.11250004166666668,0.0,High
2026352035,2016-04-23,12357,7.71000003814697,0,0,432,458,1916,Complete,522,554,94.2,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12357,1917,432,0.3000000833333334,0.0,High
2026352035,2016-04-24,3490,2.16000008583069,0,0,164,704,1401,Complete,555,591,93.9,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3490,1403,164,0.113888875,0.0,High
2026352035,2016-04-25,6017,3.73000001907349,0,0,260,821,1576,Complete,506,531,95.3,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6017,1582,260,0.18055558333333332,0.0,High
2026352035,2016-04-26,5933,3.6800000667572,0,0,288,1018,1595,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5933,1599,288,0.19999991666666664,0.0,High
2026352035,2016-04-27,6088,3.76999998092651,0,0,286,586,1593,Complete,508,545,93.2,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6088,1593,286,0.19861120833333332,0.0,High
2026352035,2016-04-28,6375,3.95000004768372,0,0,331,626,1649,Complete,513,545,94.1,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6375,1651,331,0.22986120833333332,0.0,High
2026352035,2016-04-29,7604,4.71000003814697,0,0,352,492,1692,Complete,490,510,96.1,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7604,1696,352,0.24444445833333328,0.0,High
2026352035,2016-04-30,4729,2.9300000667572,0,0,233,594,1506,Complete,573,607,94.4,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4729,1508,233,0.16180558333333336,0.0,High
2026352035,2016-05-01,3609,2.27999997138977,0,0,191,716,1447,Complete,527,546,96.5,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3609,1449,191,0.13263891666666666,0.0,High
2026352035,2016-05-02,7018,4.34999990463257,0,0,355,716,1690,Complete,511,543,94.1,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7018,1695,355,0.24652779166666663,0.0,High
2026352035,2016-05-03,5992,3.72000002861023,0,0,304,981,1604,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5992,1608,304,0.21111112500000004,0.0,High
2026352035,2016-05-04,6564,4.07000017166138,0,0,345,530,1658,Complete,538,560,96.1,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6564,1660,345,0.23958337500000002,0.0,High
2026352035,2016-05-05,12167,7.53999996185303,0,0,475,479,1926,Complete,468,485,96.5,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12167,1928,475,0.32986108333333336,0.0,High
2026352035,2016-05-06,8198,5.07999992370605,0,0,383,511,1736,Complete,524,548,95.6,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8198,1739,383,0.2659722083333333,0.0,High
2026352035,2016-05-07,4193,2.59999990463257,0,0,229,665,1491,Complete,511,521,98.1,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4193,1493,229,0.1590277083333333,0.0,High
2026352035,2016-05-08,5528,3.45000004768372,0,0,258,610,1555,Complete,541,568,95.2,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5528,1559,258,0.17916666666666667,0.0,High
2026352035,2016-05-09,10685,6.61999988555908,0,0,401,543,1869,Complete,531,556,95.5,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10652,1867,401,0.27847225,0.0,High
2026352035,2016-05-10,254,0.159999996423721,0,0,17,1002,1141,Complete,357,380,93.9,Outlier,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,254,1150,17,0.011805541666666667,0.0,Medium
2026352035,2016-05-11,8580,5.32000017166138,0,0,330,569,1698,Complete,523,553,94.6,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8580,1699,330,0.22916674999999997,0.0,High
2026352035,2016-05-12,8891,5.51000022888184,0,0,343,330,1364,Complete,456,485,94.0,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8449,1297,320,0.33333331250000003,0.0,High
2320127002,2016-04-12,10725,7.48999977111816,13,9,306,1112,2124,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10725,NULL,363,0.2520833333333333,0.9,High
2320127002,2016-04-13,7275,4.90000009536743,0,0,335,1105,2003,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7275,NULL,335,0.23263887499999994,0.0,High
2320127002,2016-04-14,3973,2.6800000667572,0,0,191,1249,1696,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3973,NULL,191,0.13263900000000003,0.0,High
2320127002,2016-04-15,5205,3.50999999046326,0,0,245,1195,1801,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5205,NULL,245,0.17013883333333335,0.0,High
2320127002,2016-04-16,5057,3.41000008583069,0,0,195,1245,1724,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5044,NULL,195,0.13541670833333336,0.0,High
2320127002,2016-04-17,6198,4.17999982833862,0,0,249,1191,1852,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6198,NULL,249,0.1729167083333333,0.0,High
2320127002,2016-04-18,6559,4.42000007629395,0,7,260,1173,1905,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6538,NULL,274,0.19027791666666669,0.0,High
2320127002,2016-04-19,5997,4.03999996185303,0,11,228,1201,1811,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5997,NULL,250,0.17361108333333333,0.0,High
2320127002,2016-04-20,7192,4.84999990463257,0,11,283,1146,1922,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7162,NULL,305,0.21180554166666662,0.0,High
2320127002,2016-04-21,3404,2.28999996185303,1,10,127,1302,1610,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3404,NULL,150,0.10416666666666667,0.1,High
2320127002,2016-04-22,5583,3.75999999046326,0,0,266,1174,1851,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5583,NULL,266,0.18472220833333333,0.0,High
2320127002,2016-04-23,5079,3.42000007629395,0,0,242,1129,1804,Complete,61,69,88.4,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5079,NULL,242,0.16805550000000002,0.0,High
2320127002,2016-04-24,4165,2.80999994277954,0,0,204,1236,1725,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4159,NULL,204,0.14166662500000002,0.0,High
2320127002,2016-04-25,3588,2.42000007629395,3,5,152,1280,1654,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3588,NULL,171,0.11875004166666668,0.2,High
2320127002,2016-04-26,3409,2.29999995231628,0,0,147,1293,1632,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3409,NULL,147,0.10208333333333335,0.0,High
2320127002,2016-04-27,1715,1.1599999666214,0,0,82,1358,1481,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1715,NULL,82,0.05694450000000001,0.0,High
2320127002,2016-04-28,1532,1.02999997138977,0,0,76,1364,1473,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1532,NULL,76,0.052777750000000005,0.0,High
2320127002,2016-04-29,924,0.620000004768372,0,0,45,1395,1410,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,924,NULL,45,0.03125,0.0,High
2320127002,2016-04-30,4571,3.07999992370605,0,0,234,1206,1779,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4558,NULL,234,0.1625,0.0,High
2320127002,2016-05-01,772,0.519999980926514,0,0,40,1400,1403,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,772,NULL,40,0.027777791666666666,0.0,High
